Geneid	gene_name	log2fc	p.value	fdr	significant
ENSG00000151414	NEK7	-3.0430505291024224	0.013326267838062091	0.041016414602864155	significant
ENSG00000152932	RAB3C	-1.549238154185587	0.013326267838062091	0.041016414602864155	significant
ENSG00000152939	MARVELD2	-1.1153591264085114	0.013326267838062091	0.041016414602864155	significant
ENSG00000157103	SLC6A1	-2.3220027917547035	0.013326267838062091	0.041016414602864155	significant
ENSG00000158321	AUTS2	-1.646075466946083	0.013326267838062091	0.041016414602864155	significant
ENSG00000164171	ITGA2	-2.1278402118904722	0.013326267838062091	0.041016414602864155	significant
ENSG00000168131	OR2B2	-0.9794536050799165	0.013326267838062091	0.041016414602864155	significant
ENSG00000168148	HIST3H3	1.779563275971149	0.013326267838062091	0.041016414602864155	significant
ENSG00000168288	MMADHC	2.682012661313631	0.013326267838062091	0.041016414602864155	significant
ENSG00000168477	TNXB	3.105384498105912	0.013326267838062091	0.041016414602864155	significant
ENSG00000169016	E2F6	-1.5919220185155958	0.013326267838062091	0.041016414602864155	significant
ENSG00000169900	PYDC1	-1.3562271101342191	0.013326267838062091	0.041016414602864155	significant
ENSG00000173801	JUP	-1.1912933404757184	0.013326267838062091	0.041016414602864155	significant
ENSG00000175544	CABP4	-1.7354286994291734	0.013326267838062091	0.041016414602864155	significant
ENSG00000176294	OR4N2	-1.5278477267130413	0.013326267838062091	0.041016414602864155	significant
ENSG00000176887	SOX11	-1.08625160715042	0.013326267838062091	0.041016414602864155	significant
ENSG00000181195	PENK	-1.6792217211708278	0.013326267838062091	0.041016414602864155	significant
ENSG00000181609	OR52D1	-1.5248095417378216	0.013326267838062091	0.041016414602864155	significant
ENSG00000183206	POTEC	-1.3470211520355013	0.013326267838062091	0.041016414602864155	significant
ENSG00000184908	CLCNKB	-1.2530288495548745	0.013326267838062091	0.041016414602864155	significant
ENSG00000185046	ANKS1B	-1.495837523296137	0.013326267838062091	0.041016414602864155	significant
ENSG00000185652	NTF3	-3.2633263747270447	0.013326267838062091	0.041016414602864155	significant
ENSG00000187005	KRTAP21-1	-1.7024159333556963	0.013326267838062091	0.041016414602864155	significant
ENSG00000197757	HOXC6	-1.5870146796804463	0.013326267838062091	0.041016414602864155	significant
ENSG00000197879	MYO1C	-1.502144022294241	0.013326267838062091	0.041016414602864155	significant
ENSG00000204296	C6orf10	-2.1620540081993624	0.013326267838062091	0.041016414602864155	significant
ENSG00000204611	ZNF616	2.4388767576464856	0.013326267838062091	0.041016414602864155	significant
ENSG00000205517	RGL3	-1.4763479203997254	0.013326267838062091	0.041016414602864155	significant
ENSG00000205531	NAP1L4	-2.5019067245630926	0.013326267838062091	0.041016414602864155	significant
ENSG00000226784	PGAM4	-1.2815114648268244	0.013326267838062091	0.041016414602864155	significant
ENSG00000254656	RTL1	-1.456052346757172	0.013326267838062091	0.041016414602864155	significant
ENSG00000272602	ZNF595	-1.4722582594612004	0.013326267838062091	0.041016414602864155	significant
ENSG00000057468	MSH4	-3.302161015732137	0.013677538181436322	0.04205595045966363	significant
ENSG00000164109	MAD2L1	-3.368960531948598	0.013677538181436322	0.04205595045966363	significant
ENSG00000164151	KIAA0947	-1.499040226235145	0.013677538181436322	0.04205595045966363	significant
ENSG00000176956	LY6H	-1.1217396206492702	0.013677538181436322	0.04205595045966363	significant
ENSG00000277481	NA	-1.556324393220818	0.013677538181436322	0.04205595045966363	significant
ENSG00000282218	NA	1.9060621119570031	0.013677538181436322	0.04205595045966363	significant
ENSG00000001084	GCLC	-1.1742467115225295	0.014037095397562493	0.04271104467183969	significant
ENSG00000026508	CD44	-1.2622979441153444	0.014037095397562493	0.04271104467183969	significant
ENSG00000037965	HOXC8	-1.75786227734213	0.014037095397562493	0.04271104467183969	significant
ENSG00000071575	TRIB2	-1.2298553530849403	0.014037095397562493	0.04271104467183969	significant
ENSG00000075826	SEC31B	2.9862405145064734	0.014037095397562493	0.04271104467183969	significant
ENSG00000086288	NME8	-1.9077804444622313	0.014037095397562493	0.04271104467183969	significant
ENSG00000090621	PABPC4	-1.5035906300141253	0.014037095397562493	0.04271104467183969	significant
ENSG00000101440	ASIP	-1.473207148226591	0.014037095397562493	0.04271104467183969	significant
ENSG00000101445	PPP1R16B	-1.3816999313464933	0.014037095397562493	0.04271104467183969	significant
ENSG00000101557	USP14	4.105699119830761	0.014037095397562493	0.04271104467183969	significant
ENSG00000105251	SHD	2.274727729641595	0.014037095397562493	0.04271104467183969	significant
ENSG00000109189	USP46	3.0355688188400016	0.014037095397562493	0.04271104467183969	significant
ENSG00000116030	SUMO1	-1.768929412392558	0.014037095397562493	0.04271104467183969	significant
ENSG00000116525	TRIM62	-0.9910335503843424	0.014037095397562493	0.04271104467183969	significant
ENSG00000120265	PCMT1	-1.6934037083972255	0.014037095397562493	0.04271104467183969	significant
ENSG00000120800	UTP20	-2.123128560727168	0.014037095397562493	0.04271104467183969	significant
ENSG00000121073	SLC35B1	-1.914865013969831	0.014037095397562493	0.04271104467183969	significant
ENSG00000122122	SASH3	-1.2394567496547215	0.014037095397562493	0.04271104467183969	significant
ENSG00000138018	EPT1	-1.4313389552514342	0.014037095397562493	0.04271104467183969	significant
ENSG00000138381	ASNSD1	1.6292314855132104	0.014037095397562493	0.04271104467183969	significant
ENSG00000141867	BRD4	-1.9343190017729754	0.014037095397562493	0.04271104467183969	significant
ENSG00000143891	GALM	-1.5065644519452068	0.014037095397562493	0.04271104467183969	significant
ENSG00000144228	SPOPL	-1.1755615297043442	0.014037095397562493	0.04271104467183969	significant
ENSG00000145362	ANK2	2.791744549146972	0.014037095397562493	0.04271104467183969	significant
ENSG00000146013	GFRA3	-1.586720933014827	0.014037095397562493	0.04271104467183969	significant
ENSG00000146374	RSPO3	-1.5635895360939314	0.014037095397562493	0.04271104467183969	significant
ENSG00000146576	C7orf26	-2.1757301974718195	0.014037095397562493	0.04271104467183969	significant
ENSG00000149499	EML3	-1.683486716449199	0.014037095397562493	0.04271104467183969	significant
ENSG00000150636	CCDC102B	-2.581455194947385	0.014037095397562493	0.04271104467183969	significant
ENSG00000160606	TLCD1	-2.2715349114207593	0.014037095397562493	0.04271104467183969	significant
ENSG00000160917	CPSF4	-2.0990094690271697	0.014036829505818237	0.04271104467183969	significant
ENSG00000161956	SENP3	-1.250095113987531	0.014037095397562493	0.04271104467183969	significant
ENSG00000163218	PGLYRP4	-2.4136183045362865	0.014037095397562493	0.04271104467183969	significant
ENSG00000163424	C3orf30	-1.0430326288908733	0.014037095397562493	0.04271104467183969	significant
ENSG00000163885	CCDC37	-1.9198490837534048	0.014037095397562493	0.04271104467183969	significant
ENSG00000164576	SAP30L	-1.4422127989022715	0.014037095397562493	0.04271104467183969	significant
ENSG00000164744	SUN3	-2.082328392575009	0.014037095397562493	0.04271104467183969	significant
ENSG00000165312	OTUD1	-1.1192457711750805	0.014037095397562493	0.04271104467183969	significant
ENSG00000165487	MICU2	-1.7883717923132108	0.014037095397562493	0.04271104467183969	significant
ENSG00000165626	BEND7	1.7746247943993114	0.014037095397562493	0.04271104467183969	significant
ENSG00000165996	PTPLA	-1.917261044708677	0.014037095397562493	0.04271104467183969	significant
ENSG00000166959	MS4A8	-2.0134009547752947	0.014037095397562493	0.04271104467183969	significant
ENSG00000168763	CNNM3	-1.6178527322343128	0.014037095397562493	0.04271104467183969	significant
ENSG00000170619	COMMD5	-1.7939628774290308	0.014037095397562493	0.04271104467183969	significant
ENSG00000173272	MZT2A	-1.6650464509442895	0.014037095397562493	0.04271104467183969	significant
ENSG00000173915	USMG5	-1.2080447085586343	0.014037095397562493	0.04271104467183969	significant
ENSG00000176124	DLEU1	-1.0773336336006998	0.014037095397562493	0.04271104467183969	significant
ENSG00000177889	UBE2N	-1.523863309365558	0.014037095397562493	0.04271104467183969	significant
ENSG00000180900	SCRIB	-1.351744042247265	0.014037095397562493	0.04271104467183969	significant
ENSG00000184451	CCR10	-1.3099103065903168	0.014037095397562493	0.04271104467183969	significant
ENSG00000186660	ZFP91	-1.603966991914021	0.014037095397562493	0.04271104467183969	significant
ENSG00000187189	TSPYL4	-1.015998024355869	0.014037095397562493	0.04271104467183969	significant
ENSG00000188559	RALGAPA2	-1.328861612581181	0.014037095397562493	0.04271104467183969	significant
ENSG00000189134	NKAPL	-1.0028855732432738	0.014037095397562493	0.04271104467183969	significant
ENSG00000197579	TOPORS	-2.1881294561100306	0.014037095397562493	0.04271104467183969	significant
ENSG00000204657	OR2H2	-1.0742382544428428	0.014037095397562493	0.04271104467183969	significant
ENSG00000205250	E2F4	-1.917751226293988	0.014037095397562493	0.04271104467183969	significant
ENSG00000214102	WEE2	-1.9612289628639559	0.014037095397562493	0.04271104467183969	significant
ENSG00000222011	FAM185A	-2.239202471024704	0.014037095397562493	0.04271104467183969	significant
ENSG00000225781	OR6V1	-1.1885886997315902	0.014037095397562493	0.04271104467183969	significant
ENSG00000226124	FTCDNL1	-2.255256575561273	0.014037095397562493	0.04271104467183969	significant
ENSG00000237441	RGL2	1.7627612611054384	0.014037095397562493	0.04271104467183969	significant
ENSG00000261371	PECAM1	-1.5201344486850552	0.014037095397562493	0.04271104467183969	significant
ENSG00000275052	NA	-1.2426062086539802	0.014037095397562493	0.04271104467183969	significant
ENSG00000108094	CUL2	-1.917416681979689	0.014404833582719304	0.04378712691208485	significant
ENSG00000135636	DYSF	-1.8147608630260412	0.014404833582719304	0.04378712691208485	significant
ENSG00000146282	RARS2	-1.0374591440358236	0.014404833582719304	0.04378712691208485	significant
ENSG00000162869	PPP1R21	-2.10441791052376	0.014404833582719304	0.04378712691208485	significant
ENSG00000257103	LSM14A	-1.73881127875434	0.014404833582719304	0.04378712691208485	significant
ENSG00000281571	NA	-2.1506143849735717	0.014404833582719304	0.04378712691208485	significant
ENSG00000005483	KMT2E	-1.7278099841404402	0.014781180873192664	0.04441018884573731	significant
ENSG00000013725	CD6	-1.517793843383685	0.014781180873192664	0.04441018884573731	significant
ENSG00000016602	CLCA4	-1.5659106592610315	0.014781180873192664	0.04441018884573731	significant
ENSG00000035720	STAP1	-1.6516899836996277	0.014781180873192664	0.04441018884573731	significant
ENSG00000039600	SOX30	-1.1395287356926773	0.014781180873192664	0.04441018884573731	significant
ENSG00000066926	FECH	-1.652902563407737	0.014781180873192664	0.04441018884573731	significant
ENSG00000069493	CLEC2D	1.7437204784594076	0.014781180873192664	0.04441018884573731	significant
ENSG00000074964	ARHGEF10L	-2.36029638581066	0.014781180873192664	0.04441018884573731	significant
ENSG00000079819	EPB41L2	-2.564819976419912	0.014781180873192664	0.04441018884573731	significant
ENSG00000085563	ABCB1	2.4567695144194444	0.014781180873192664	0.04441018884573731	significant
ENSG00000099812	MISP	-1.5011489242670337	0.014781180873192664	0.04441018884573731	significant
ENSG00000100146	SOX10	-1.8584699391657273	0.014781180873192664	0.04441018884573731	significant
ENSG00000100916	BRMS1L	1.580180747865185	0.014781180873192664	0.04441018884573731	significant
ENSG00000102104	RS1	1.4557140508679685	0.014781180873192664	0.04441018884573731	significant
ENSG00000104894	CD37	-1.3854579060891519	0.014781180873192664	0.04441018884573731	significant
ENSG00000104915	STX10	-1.4036065466767258	0.014781180873192664	0.04441018884573731	significant
ENSG00000105679	GAPDHS	-1.7612724555968629	0.014781180873192664	0.04441018884573731	significant
ENSG00000108349	CASC3	-1.2213372832352707	0.014781180873192664	0.04441018884573731	significant
ENSG00000108826	MRPL27	-2.6005944365548146	0.014781180873192664	0.04441018884573731	significant
ENSG00000112029	FBXO5	-1.2690585295894175	0.014781180873192664	0.04441018884573731	significant
ENSG00000115163	CENPA	-1.5887227830992159	0.014781180873192664	0.04441018884573731	significant
ENSG00000115183	TANC1	-1.1507470659525139	0.014781180873192664	0.04441018884573731	significant
ENSG00000115616	SLC9A2	-1.8457400404201014	0.014781180873192664	0.04441018884573731	significant
ENSG00000117758	STX12	1.901119313395813	0.014781180873192664	0.04441018884573731	significant
ENSG00000118707	TGIF2	1.8811509019166734	0.014781180873192664	0.04441018884573731	significant
ENSG00000119878	CRIPT	1.8250389654946566	0.014781180873192664	0.04441018884573731	significant
ENSG00000128268	MGAT3	3.555773294734099	0.014781180873192664	0.04441018884573731	significant
ENSG00000128567	PODXL	-1.1949850837438554	0.014781180873192664	0.04441018884573731	significant
ENSG00000130717	UCK1	-1.5794816003202667	0.014781180873192664	0.04441018884573731	significant
ENSG00000131323	TRAF3	3.4996047526846477	0.014781180873192664	0.04441018884573731	significant
ENSG00000138160	KIF11	-2.1043364394928434	0.014780904697937436	0.04441018884573731	significant
ENSG00000140107	SLC25A47	-1.1502032667009197	0.014781180873192664	0.04441018884573731	significant
ENSG00000143363	PRUNE	-2.1257802710838667	0.014780904697937436	0.04441018884573731	significant
ENSG00000144730	IL17RD	-1.882108439051649	0.014781180873192664	0.04441018884573731	significant
ENSG00000144962	SPATA16	-0.5119842327070442	0.014781180873192664	0.04441018884573731	significant
ENSG00000147649	MTDH	-1.2631385362508445	0.014781180873192664	0.04441018884573731	significant
ENSG00000149577	SIDT2	-1.5922301175367481	0.014781180873192664	0.04441018884573731	significant
ENSG00000152527	PLEKHH2	-1.5111126287863519	0.014781180873192664	0.04441018884573731	significant
ENSG00000155660	PDIA4	-1.1298491574818783	0.014781180873192664	0.04441018884573731	significant
ENSG00000156976	EIF4A2	-0.9008446236341511	0.014781180873192664	0.04441018884573731	significant
ENSG00000158290	CUL4B	-1.1274618529558074	0.014781180873192664	0.04441018884573731	significant
ENSG00000158786	PLA2G2F	-1.1945263656868552	0.014781180873192664	0.04441018884573731	significant
ENSG00000159210	SNF8	-3.288814183580945	0.014781180873192664	0.04441018884573731	significant
ENSG00000159398	CES5A	-1.201081898248762	0.014781180873192664	0.04441018884573731	significant
ENSG00000162722	TRIM58	-2.996569200399801	0.014781180873192664	0.04441018884573731	significant
ENSG00000163630	SYNPR	-1.1024695939264237	0.014781180873192664	0.04441018884573731	significant
ENSG00000164307	ERAP1	-2.1734338673082627	0.014781180873192664	0.04441018884573731	significant
ENSG00000164404	GDF9	-1.1170582319339357	0.014781180873192664	0.04441018884573731	significant
ENSG00000167077	MEI1	-1.146494628142654	0.014781180873192664	0.04441018884573731	significant
ENSG00000167378	IRGQ	-1.1618607599080546	0.014781180873192664	0.04441018884573731	significant
ENSG00000170419	VSTM2A	-2.292976646261836	0.014781180873192664	0.04441018884573731	significant
ENSG00000171790	SLFNL1	-1.3254059726689331	0.014781180873192664	0.04441018884573731	significant
ENSG00000175779	C15orf53	-1.6317334586360723	0.014781180873192664	0.04441018884573731	significant
ENSG00000176472	ZNF575	-2.107903830329509	0.014781180873192664	0.04441018884573731	significant
ENSG00000178498	DTX3	-2.1384189760380674	0.014781180873192664	0.04441018884573731	significant
ENSG00000180697	C3orf22	-0.9874899745580694	0.014781180873192664	0.04441018884573731	significant
ENSG00000181104	F2R	1.5709367002594399	0.014781180873192664	0.04441018884573731	significant
ENSG00000182141	ZNF708	1.789348070360694	0.014781180873192664	0.04441018884573731	significant
ENSG00000184524	CEND1	-1.10861638313957	0.014781180873192664	0.04441018884573731	significant
ENSG00000185271	KLHL33	-1.341615516554053	0.014781180873192664	0.04441018884573731	significant
ENSG00000185532	PRKG1	-2.0096025556685313	0.014781180873192664	0.04441018884573731	significant
ENSG00000186803	IFNA10	2.1368836550529067	0.014781180873192664	0.04441018884573731	significant
ENSG00000188611	ASAH2	-1.1120161963183017	0.014781180873192664	0.04441018884573731	significant
ENSG00000189280	GJB5	-1.6414836338317604	0.014781180873192664	0.04441018884573731	significant
ENSG00000197641	SERPINB13	1.5247973171250726	0.014781180873192664	0.04441018884573731	significant
ENSG00000198440	ZNF583	2.0034068707595543	0.014781180873192664	0.04441018884573731	significant
ENSG00000204576	PRR3	2.6365632443815192	0.014781180873192664	0.04441018884573731	significant
ENSG00000205221	VIT	-1.143612506810716	0.014781180873192664	0.04441018884573731	significant
ENSG00000212864	RNF208	-1.5519810050950589	0.014781180873192664	0.04441018884573731	significant
ENSG00000221970	OR2A1	-2.457967724254046	0.014781180873192664	0.04441018884573731	significant
ENSG00000230453	ANKRD18B	-3.087336896660596	0.014781180873192664	0.04441018884573731	significant
ENSG00000243772	KIR2DL3	1.4738218170104669	0.014781180873192664	0.04441018884573731	significant
ENSG00000119953	SMNDC1	-1.8948915207630956	0.01516602553000751	0.0455224749579923	significant
ENSG00000130856	ZNF236	-1.4402054914531877	0.01516602553000751	0.0455224749579923	significant
ENSG00000137857	DUOX1	1.8045815497943773	0.01516602553000751	0.0455224749579923	significant
ENSG00000140478	GOLGA6D	-1.9220305575432417	0.01516602553000751	0.0455224749579923	significant
ENSG00000171357	LURAP1	-2.1832124867116813	0.01516602553000751	0.0455224749579923	significant
ENSG00000233701	PRR23C	-2.1866937182725903	0.01516602553000751	0.0455224749579923	significant
ENSG00000064547	LPAR2	-2.421293531591007	0.015559810438090783	0.04616233791602764	significant
ENSG00000066813	ACSM2B	-2.0317576973343683	0.015559810438090783	0.04616233791602764	significant
ENSG00000068650	ATP11A	-1.7762487835417886	0.015559810438090783	0.04616233791602764	significant
ENSG00000090512	FETUB	-1.7968428494418778	0.015559810438090783	0.04616233791602764	significant
ENSG00000095585	BLNK	2.233356785079025	0.015559810438090783	0.04616233791602764	significant
ENSG00000096264	NCR2	-1.4771297319989776	0.015559810438090783	0.04616233791602764	significant
ENSG00000100292	HMOX1	1.8706570242136622	0.015559810438090783	0.04616233791602764	significant
ENSG00000100342	APOL1	2.012102956292741	0.015559810438090783	0.04616233791602764	significant
ENSG00000100473	COCH	-0.9710643887455651	0.015559810438090783	0.04616233791602764	significant
ENSG00000106686	SPATA6L	-1.7187330316850307	0.015559810438090783	0.04616233791602764	significant
ENSG00000107020	PLGRKT	-1.2085115529229613	0.015559810438090783	0.04616233791602764	significant
ENSG00000108691	CCL2	-1.2879931992570113	0.015559810438090783	0.04616233791602764	significant
ENSG00000109674	NEIL3	-1.8767109371925916	0.015559810438090783	0.04616233791602764	significant
ENSG00000109943	CRTAM	-1.4776876319421832	0.015559810438090783	0.04616233791602764	significant
ENSG00000110696	C11orf58	-1.8593899170998527	0.015559810438090783	0.04616233791602764	significant
ENSG00000110876	SELPLG	-1.7295108686561351	0.015559810438090783	0.04616233791602764	significant
ENSG00000111199	TRPV4	-1.095674788059326	0.015559810438090783	0.04616233791602764	significant
ENSG00000116117	PARD3B	-1.0367172794865667	0.015559810438090783	0.04616233791602764	significant
ENSG00000116704	SLC35D1	-0.8845187546069673	0.015559810438090783	0.04616233791602764	significant
ENSG00000116871	MAP7D1	-1.5205523418600648	0.015559810438090783	0.04616233791602764	significant
ENSG00000117480	FAAH	-1.789906667493288	0.015559810438090783	0.04616233791602764	significant
ENSG00000119547	ONECUT2	2.4752282979995655	0.015559810438090783	0.04616233791602764	significant
ENSG00000119699	TGFB3	-2.1271555629750933	0.015559810438090783	0.04616233791602764	significant
ENSG00000120029	C10orf76	3.433768373933235	0.015559810438090783	0.04616233791602764	significant
ENSG00000121281	ADCY7	-1.2052272700757203	0.015559810438090783	0.04616233791602764	significant
ENSG00000125968	ID1	-1.8778481627124464	0.015559810438090783	0.04616233791602764	significant
ENSG00000136933	RABEPK	-1.8755995220972752	0.015559810438090783	0.04616233791602764	significant
ENSG00000137501	SYTL2	1.6959832080836017	0.015559810438090783	0.04616233791602764	significant
ENSG00000137875	BCL2L10	-2.284448201542055	0.015559810438090783	0.04616233791602764	significant
ENSG00000138386	NAB1	-1.4249958472475008	0.015559810438090783	0.04616233791602764	significant
ENSG00000139780	METTL21C	-2.245970261322937	0.015559810438090783	0.04616233791602764	significant
ENSG00000140006	WDR89	-1.4785185242506134	0.015559810438090783	0.04616233791602764	significant
ENSG00000142949	PTPRF	2.401925827405593	0.015559810438090783	0.04616233791602764	significant
ENSG00000144644	GADL1	3.1842077089905954	0.015559810438090783	0.04616233791602764	significant
ENSG00000157087	ATP2B2	-1.3948900564437872	0.015559810438090783	0.04616233791602764	significant
ENSG00000158856	DMTN	-1.1747478448166482	0.015559810438090783	0.04616233791602764	significant
ENSG00000159335	PTMS	-1.9538645208397927	0.015559810438090783	0.04616233791602764	significant
ENSG00000163482	STK36	-2.8249127216344636	0.015559810438090783	0.04616233791602764	significant
ENSG00000164185	ZNF474	-1.122862872210295	0.015559810438090783	0.04616233791602764	significant
ENSG00000164256	PRDM9	-1.0273444938636502	0.015559810438090783	0.04616233791602764	significant
ENSG00000164588	HCN1	-2.103482677258662	0.015559810438090783	0.04616233791602764	significant
ENSG00000165164	CXorf22	2.721473036644696	0.015559810438090783	0.04616233791602764	significant
ENSG00000167110	GOLGA2	-2.5416171907870315	0.015559810438090783	0.04616233791602764	significant
ENSG00000169607	CKAP2L	-1.1264939293777467	0.015559810438090783	0.04616233791602764	significant
ENSG00000170290	SLN	-1.9386855418111089	0.015559810438090783	0.04616233791602764	significant
ENSG00000173610	UGT2A1	1.8524979211333157	0.015559810438090783	0.04616233791602764	significant
ENSG00000173627	APOBEC4	-0.8977473855683278	0.015559810438090783	0.04616233791602764	significant
ENSG00000173926	MARCH3	-1.1376523529143507	0.015559810438090783	0.04616233791602764	significant
ENSG00000174038	C9orf131	-1.2723492495522009	0.015559810438090783	0.04616233791602764	significant
ENSG00000174109	C16orf91	-3.441495898130746	0.015559810438090783	0.04616233791602764	significant
ENSG00000175198	PCCA	1.56837295581336	0.015559810438090783	0.04616233791602764	significant
ENSG00000176014	TUBB6	-2.9459858586257037	0.015559810438090783	0.04616233791602764	significant
ENSG00000176219	OR11H6	-1.7532668621115697	0.015559810438090783	0.04616233791602764	significant
ENSG00000177462	OR2T8	-0.9431931805369439	0.015559810438090783	0.04616233791602764	significant
ENSG00000178233	TMEM151B	-2.42391564018051	0.015559810438090783	0.04616233791602764	significant
ENSG00000185176	AQP12B	-1.0983480649623012	0.015559810438090783	0.04616233791602764	significant
ENSG00000187689	AMTN	-1.4142817165380381	0.015559810438090783	0.04616233791602764	significant
ENSG00000188396	TCTEX1D4	-2.2776733673094274	0.015559810438090783	0.04616233791602764	significant
ENSG00000189266	PNRC2	-1.983202091328399	0.015559810438090783	0.04616233791602764	significant
ENSG00000189420	ZFP92	2.3903626165391056	0.015559810438090783	0.04616233791602764	significant
ENSG00000196586	MYO6	-1.6233206185208664	0.015559810438090783	0.04616233791602764	significant
ENSG00000197008	ZNF138	-1.0196593305295383	0.015559810438090783	0.04616233791602764	significant
ENSG00000197535	MYO5A	-1.6015462593990137	0.015559810438090783	0.04616233791602764	significant
ENSG00000203740	METTL11B	1.5682020516468662	0.015559810438090783	0.04616233791602764	significant
ENSG00000206069	TMEM211	-1.2807037708355178	0.015559810438090783	0.04616233791602764	significant
ENSG00000206418	RAB12	-1.2302174556596563	0.015559810438090783	0.04616233791602764	significant
ENSG00000206579	XKR4	-1.5522665336739672	0.015559810438090783	0.04616233791602764	significant
ENSG00000212123	PRR22	-2.4034912886918725	0.015559810438090783	0.04616233791602764	significant
ENSG00000215375	MYL5	-3.7143838655991788	0.015559810438090783	0.04616233791602764	significant
ENSG00000240021	TEX35	-2.512710678744048	0.015559810438090783	0.04616233791602764	significant
ENSG00000244693	CTAGE8	-2.7024751997460186	0.01555952369772567	0.04616233791602764	significant
ENSG00000255582	OR10G2	-1.7216304503759683	0.015559810438090783	0.04616233791602764	significant
ENSG00000273749	NA	-1.1825786001441452	0.015559810438090783	0.04616233791602764	significant
ENSG00000109220	CHIC2	-1.21666627230007	0.015962417773649182	0.0473116427038517	significant
ENSG00000141738	GRB7	-1.1064684353612728	0.015962417773649182	0.0473116427038517	significant
ENSG00000146247	PHIP	-1.193315976631511	0.015962417773649182	0.0473116427038517	significant
ENSG00000147669	POLR2K	-2.9138425779611556	0.015962417773649182	0.0473116427038517	significant
ENSG00000186113	OR5D14	-2.03375064598072	0.015962417773649182	0.0473116427038517	significant
ENSG00000244509	APOBEC3C	1.8447112803635937	0.015962417773649182	0.0473116427038517	significant
ENSG00000005961	ITGA2B	-2.0295903121632706	0.016374305481443856	0.04799871039635184	significant
ENSG00000007372	PAX6	-0.9015104875715017	0.016374305481443856	0.04799871039635184	significant
ENSG00000012660	ELOVL5	-1.8439554581323274	0.016374305481443856	0.04799871039635184	significant
ENSG00000054938	CHRDL2	-2.2434736086806004	0.016374305481443856	0.04799871039635184	significant
ENSG00000059122	FLYWCH1	-1.2177244217859244	0.016374305481443856	0.04799871039635184	significant
ENSG00000072201	LNX1	-1.4488458382719827	0.016374305481443856	0.04799871039635184	significant
ENSG00000087250	MT3	-1.0221701489141026	0.016374305481443856	0.04799871039635184	significant
ENSG00000096080	MRPS18A	-2.8044352321111323	0.016374305481443856	0.04799871039635184	significant
ENSG00000101084	C20orf24	-2.278565189429023	0.016374305481443856	0.04799871039635184	significant
ENSG00000101162	TUBB1	-1.9041243399489038	0.016374305481443856	0.04799871039635184	significant
ENSG00000101265	RASSF2	-2.3544642710121986	0.016374305481443856	0.04799871039635184	significant
ENSG00000107341	UBE2R2	-0.9122790198974288	0.016374305481443856	0.04799871039635184	significant
ENSG00000108465	CDK5RAP3	-1.4965695311729872	0.016374305481443856	0.04799871039635184	significant
ENSG00000111452	GPR133	-0.8760165271355992	0.016374305481443856	0.04799871039635184	significant
ENSG00000113722	CDX1	-1.3317436947130155	0.016374305481443856	0.04799871039635184	significant
ENSG00000115514	TXNDC9	4.684235067723554	0.016374305481443856	0.04799871039635184	significant
ENSG00000115966	ATF2	-1.818868713142895	0.016374305481443856	0.04799871039635184	significant
ENSG00000116497	S100PBP	-1.1240107650907665	0.016374305481443856	0.04799871039635184	significant
ENSG00000116690	PRG4	-2.1037081926534853	0.016374305481443856	0.04799871039635184	significant
ENSG00000124493	GRM4	-0.907173080054126	0.016374305481443856	0.04799871039635184	significant
ENSG00000131721	RHOXF2	-0.8926537239605649	0.016374305481443856	0.04799871039635184	significant
ENSG00000135045	C9orf40	2.142596982620705	0.016374305481443856	0.04799871039635184	significant
ENSG00000135823	STX6	-1.5194257025086333	0.016374305481443856	0.04799871039635184	significant
ENSG00000136878	USP20	-1.7803131248307131	0.016374305481443856	0.04799871039635184	significant
ENSG00000137207	YIPF3	-2.295387127212291	0.016374305481443856	0.04799871039635184	significant
ENSG00000137962	ARHGAP29	-1.861158903713464	0.016374305481443856	0.04799871039635184	significant
ENSG00000138400	MDH1B	-1.0051670407764575	0.016374305481443856	0.04799871039635184	significant
ENSG00000143476	DTL	-2.0123853762534023	0.016374007892582726	0.04799871039635184	significant
ENSG00000145936	KCNMB1	-1.0811608703600724	0.016374305481443856	0.04799871039635184	significant
ENSG00000146276	GABRR1	1.4829097382717482	0.016374305481443856	0.04799871039635184	significant
ENSG00000148291	SURF2	-0.9950784729076435	0.016374305481443856	0.04799871039635184	significant
ENSG00000148384	INPP5E	-1.3567219075237935	0.016374305481443856	0.04799871039635184	significant
ENSG00000149591	TAGLN	-1.412423025466908	0.016374305481443856	0.04799871039635184	significant
ENSG00000151148	UBE3B	-2.700926278690929	0.016374305481443856	0.04799871039635184	significant
ENSG00000157782	CABP1	-3.787361569541765	0.016374305481443856	0.04799871039635184	significant
ENSG00000160145	KALRN	-2.047011449307422	0.016374305481443856	0.04799871039635184	significant
ENSG00000162378	ZYG11B	1.7593447698648874	0.016374305481443856	0.04799871039635184	significant
ENSG00000163285	GABRG1	-2.20752255424621	0.016374305481443856	0.04799871039635184	significant
ENSG00000163430	FSTL1	2.3372138448993898	0.016374305481443856	0.04799871039635184	significant
ENSG00000164082	GRM2	-1.671077043616229	0.016374305481443856	0.04799871039635184	significant
ENSG00000165066	NKX6-3	-1.5776641248417298	0.016374305481443856	0.04799871039635184	significant
ENSG00000165556	CDX2	-1.916081316153928	0.016374305481443856	0.04799871039635184	significant
ENSG00000166333	ILK	-1.4530045422292444	0.016374305481443856	0.04799871039635184	significant
