Geneid	gene_name	log2fc	p.value	fdr	significant
ENSG00000160087	UBE2J2	-1.208778111167679	0.02376196561686153	0.08151328451542608	significant
ENSG00000165868	HSPA12A	1.880010510342529	0.023760607508253043	0.08151328451542608	significant
ENSG00000167280	ENGASE	-1.0246181649996229	0.02375934643231401	0.08151328451542608	significant
ENSG00000168005	C11orf84	-1.393246390954409	0.02376196561686153	0.08151328451542608	significant
ENSG00000170185	USP38	-1.4136868564963592	0.02376196561686153	0.08151328451542608	significant
ENSG00000170310	STX8	-1.1278564655325294	0.023759637447709155	0.08151328451542608	significant
ENSG00000170791	CHCHD7	1.5646115314430735	0.02376196561686153	0.08151328451542608	significant
ENSG00000185187	SIGIRR	-1.310701609842688	0.02376196561686153	0.08151328451542608	significant
ENSG00000198612	COPS8	-1.2546017648200471	0.023760607508253043	0.08151328451542608	significant
ENSG00000198746	GPATCH3	-1.3144664331629492	0.023760607508253043	0.08151328451542608	significant
ENSG00000204352	C9orf129	-1.12036041094228	0.023759637447709155	0.08151328451542608	significant
ENSG00000205869	KRTAP5-1	-1.1388176293492132	0.023760607508253043	0.08151328451542608	significant
ENSG00000214681	IQCF5	-1.4412577080199118	0.02376196561686153	0.08151328451542608	significant
ENSG00000233436	BTBD18	-1.378965474680031	0.02376196561686153	0.08151328451542608	significant
ENSG00000273542	NA	-1.4100666030391562	0.02376196561686153	0.08151328451542608	significant
ENSG00000004455	AK2	-1.2157505561896165	0.02434257358245348	0.08281174003653471	significant
ENSG00000061676	NCKAP1	-1.3555162023026208	0.02434257358245348	0.08281174003653471	significant
ENSG00000081760	AACS	-1.1358880288665585	0.02434257358245348	0.08281174003653471	significant
ENSG00000085465	OVGP1	0.9825449341021734	0.0243446454121767	0.08281174003653471	significant
ENSG00000088002	SULT2B1	-1.2796762380110422	0.02434257358245348	0.08281174003653471	significant
ENSG00000099337	KCNK6	1.298571376282727	0.0243446454121767	0.08281174003653471	significant
ENSG00000102225	CDK16	1.3115050145073017	0.0243446454121767	0.08281174003653471	significant
ENSG00000103490	PYCARD	0.8944037423098828	0.0243446454121767	0.08281174003653471	significant
ENSG00000104343	UBE2W	1.031750202885659	0.0243446454121767	0.08281174003653471	significant
ENSG00000104907	TRMT1	-1.2968222957732922	0.02434257358245348	0.08281174003653471	significant
ENSG00000117385	LEPRE1	-1.2963265613726411	0.02434257358245348	0.08281174003653471	significant
ENSG00000119314	PTBP3	-1.152266104184098	0.02434257358245348	0.08281174003653471	significant
ENSG00000129038	LOXL1	1.1316062038515309	0.0243446454121767	0.08281174003653471	significant
ENSG00000130307	USHBP1	-1.0193164209840453	0.024341093742283187	0.08281174003653471	significant
ENSG00000130827	PLXNA3	1.3865337695281605	0.0243446454121767	0.08281174003653471	significant
ENSG00000132698	RAB25	1.4988023799502683	0.0243446454121767	0.08281174003653471	significant
ENSG00000134153	EMC7	-1.2900957754520668	0.02434257358245348	0.08281174003653471	significant
ENSG00000135052	GOLM1	-1.2180559796350399	0.02434257358245348	0.08281174003653471	significant
ENSG00000140519	RHCG	-1.4309869613300683	0.024344448092371924	0.08281174003653471	significant
ENSG00000142789	CELA3A	1.315894817925657	0.0243446454121767	0.08281174003653471	significant
ENSG00000151006	PRSS53	1.0468760514730142	0.0243446454121767	0.08281174003653471	significant
ENSG00000152270	PDE3B	1.4068054375091301	0.0243446454121767	0.08281174003653471	significant
ENSG00000154734	ADAMTS1	0.9134222112484448	0.0243446454121767	0.08281174003653471	significant
ENSG00000156471	PTDSS1	1.9147889554579989	0.0243446454121767	0.08281174003653471	significant
ENSG00000162601	MYSM1	-1.2219980073644037	0.02434257358245348	0.08281174003653471	significant
ENSG00000164100	NDST3	-1.382112864267526	0.0243446454121767	0.08281174003653471	significant
ENSG00000165494	PCF11	-1.3638804808009655	0.02434257358245348	0.08281174003653471	significant
ENSG00000168421	RHOH	0.9973960341984528	0.0243446454121767	0.08281174003653471	significant
ENSG00000169992	NLGN2	-1.430806213439616	0.0243446454121767	0.08281174003653471	significant
ENSG00000174599	TRAM1L1	-1.1705670884699757	0.024339811239888945	0.08281174003653471	significant
ENSG00000176435	CLEC14A	-1.3850913036578085	0.024344448092371924	0.08281174003653471	significant
ENSG00000176542	KIAA2018	-1.203902395432144	0.02434257358245348	0.08281174003653471	significant
ENSG00000178057	NDUFAF3	1.6197084685226812	0.0243446454121767	0.08281174003653471	significant
ENSG00000182132	KCNIP1	-1.3519115429807578	0.024344349432681767	0.08281174003653471	significant
ENSG00000183513	COA5	-1.055994687171962	0.024342968211875777	0.08281174003653471	significant
ENSG00000185869	ZNF829	1.44200947046267	0.0243446454121767	0.08281174003653471	significant
ENSG00000187037	GPR141	1.1242622857687539	0.0243446454121767	0.08281174003653471	significant
ENSG00000196663	TECPR2	-1.4063578691884435	0.02434257358245348	0.08281174003653471	significant
ENSG00000196912	ANKRD36B	1.5459383810062841	0.0243446454121767	0.08281174003653471	significant
ENSG00000197444	OGDHL	-1.27963038142572	0.024343658818812255	0.08281174003653471	significant
ENSG00000198042	MAK16	-1.357515752857155	0.0243446454121767	0.08281174003653471	significant
ENSG00000203780	FANK1	-1.292845005537936	0.0243446454121767	0.08281174003653471	significant
ENSG00000214511	HIGD1C	1.6130026955479302	0.0243446454121767	0.08281174003653471	significant
ENSG00000215251	FASTKD5	-1.3859029497653377	0.0243446454121767	0.08281174003653471	significant
ENSG00000225663	FAM195B	1.4345034644763153	0.0243446454121767	0.08281174003653471	significant
ENSG00000262621	NAA60	1.7833440548003072	0.0243446454121767	0.08281174003653471	significant
ENSG00000005238	FAM214B	-1.309163565669071	0.024939467385299924	0.08437363236172728	significant
ENSG00000008394	MGST1	-1.341818512872758	0.024939467385299924	0.08437363236172728	significant
ENSG00000049249	TNFRSF9	-1.391256132991539	0.024939467385299924	0.08437363236172728	significant
ENSG00000067208	EVI5	-1.28463579568889	0.02493806279663902	0.08437363236172728	significant
ENSG00000078674	PCM1	-1.2697659753994182	0.02493806279663902	0.08437363236172728	significant
ENSG00000099917	MED15	-1.2661704344337097	0.02493846410486549	0.08437363236172728	significant
ENSG00000102024	PLS3	-1.2398860302833177	0.024937962469934835	0.08437363236172728	significant
ENSG00000107796	ACTA2	-1.3599235063364192	0.024939467385299924	0.08437363236172728	significant
ENSG00000108578	BLMH	-1.427681177620473	0.024939467385299924	0.08437363236172728	significant
ENSG00000109927	TECTA	-1.1582521744473993	0.02493595596545739	0.08437363236172728	significant
ENSG00000133101	CCNA1	-1.29276494908368	0.02493806279663902	0.08437363236172728	significant
ENSG00000133661	SFTPD	-1.381799699236217	0.024939467385299924	0.08437363236172728	significant
ENSG00000139220	PPFIA2	-1.0856768993356258	0.02493595596545739	0.08437363236172728	significant
ENSG00000140830	TXNL4B	-1.2724624387791559	0.024937059535941348	0.08437363236172728	significant
ENSG00000143815	LBR	-1.273861190240681	0.02493806279663902	0.08437363236172728	significant
ENSG00000144481	TRPM8	-1.3218543635937756	0.02493896574332054	0.08437363236172728	significant
ENSG00000145384	FABP2	-1.2536248692321075	0.02493806279663902	0.08437363236172728	significant
ENSG00000148950	IMMP1L	-0.6442010253922245	0.024937962469934835	0.08437363236172728	significant
ENSG00000149781	FERMT3	-1.2004097798357303	0.02493806279663902	0.08437363236172728	significant
ENSG00000151962	RBM46	-1.3695672759495647	0.02493916639968937	0.08437363236172728	significant
ENSG00000162433	AK4	-1.2457364442507022	0.024936858885493584	0.08437363236172728	significant
ENSG00000164031	DNAJB14	-1.3084006441825071	0.02493806279663902	0.08437363236172728	significant
ENSG00000166136	NDUFB8	-1.3804507777331594	0.02493896574332054	0.08437363236172728	significant
ENSG00000166439	RNF169	-1.2555147931602306	0.02493806279663902	0.08437363236172728	significant
ENSG00000170892	TSEN34	-1.132375201922861	0.02493806279663902	0.08437363236172728	significant
ENSG00000187664	HAPLN4	-1.0698413823097022	0.024937962469934835	0.08437363236172728	significant
ENSG00000196586	MYO6	1.7113834196411513	0.024939467385299924	0.08437363236172728	significant
ENSG00000221829	FANCG	-1.285359976892939	0.024938664759824578	0.08437363236172728	significant
ENSG00000235718	MFRP	1.472997930670673	0.024939467385299924	0.08437363236172728	significant
ENSG00000239590	OR1J4	1.3656276711747504	0.024939467385299924	0.08437363236172728	significant
ENSG00000034971	MYOC	-1.3684698035627476	0.025546324147852763	0.08569878455685677	significant
ENSG00000046653	GPM6B	0.8855045775966728	0.02554703825196899	0.08569878455685677	significant
ENSG00000092054	MYH7	0.9039791373768322	0.02554703825196899	0.08569878455685677	significant
ENSG00000103502	CDIPT	1.3040640074503809	0.02554703825196899	0.08569878455685677	significant
ENSG00000105996	HOXA2	-1.2409906458374906	0.025546834221519512	0.08569878455685677	significant
ENSG00000123572	NRK	-1.4481359150662216	0.025546324147852763	0.08569878455685677	significant
ENSG00000128923	FAM63B	-1.3100975813949272	0.02554703825196899	0.08569878455685677	significant
ENSG00000129450	SIGLEC9	1.0587159383169376	0.02554703825196899	0.08569878455685677	significant
ENSG00000130489	SCO2	0.9780580998724099	0.02554703825196899	0.08569878455685677	significant
ENSG00000138111	TMEM180	0.9709352037944842	0.02554703825196899	0.08569878455685677	significant
ENSG00000138757	G3BP2	-1.3612075479168402	0.02554703825196899	0.08569878455685677	significant
ENSG00000138798	EGF	1.20887263494176	0.02554703825196899	0.08569878455685677	significant
ENSG00000140416	TPM1	-1.2011726442086144	0.025544895960259224	0.08569878455685677	significant
ENSG00000140986	RPL3L	-1.3340935202402153	0.025544895960259224	0.08569878455685677	significant
ENSG00000142538	PTH2	-1.213366656594412	0.02554336578980449	0.08569878455685677	significant
ENSG00000143256	PFDN2	-1.408566835243808	0.025546018105337524	0.08569878455685677	significant
ENSG00000147180	ZNF711	1.0463247905570616	0.02554703825196899	0.08569878455685677	significant
ENSG00000148735	PLEKHS1	1.5525923605938796	0.02554703825196899	0.08569878455685677	significant
ENSG00000148803	FUOM	1.5469315289210763	0.02554703825196899	0.08569878455685677	significant
ENSG00000160219	GAB3	-1.3188434611203954	0.025544895960259224	0.08569878455685677	significant
ENSG00000163354	DCST2	-1.2121867997213325	0.025544895960259224	0.08569878455685677	significant
ENSG00000163499	CRYBA2	1.266071394597006	0.02554703825196899	0.08569878455685677	significant
ENSG00000164089	ETNPPL	-1.3759465624234848	0.025546834221519512	0.08569878455685677	significant
ENSG00000165325	CCDC67	1.3557393956196306	0.02554703825196899	0.08569878455685677	significant
ENSG00000165912	PACSIN3	1.2682506245210197	0.02554703825196899	0.08569878455685677	significant
ENSG00000169550	MUC15	-1.4062075935010805	0.02554703825196899	0.08569878455685677	significant
ENSG00000169627	BOLA2B	-1.423401405837786	0.02554703825196899	0.08569878455685677	significant
ENSG00000169906	S100G	1.8340647331876458	0.02554703825196899	0.08569878455685677	significant
ENSG00000170624	SGCD	-1.2724292524131697	0.02554703825196899	0.08569878455685677	significant
ENSG00000173262	SLC2A14	1.0926658229455755	0.02554703825196899	0.08569878455685677	significant
ENSG00000174444	RPL4	-0.9217298257973041	0.02554336578980449	0.08569878455685677	significant
ENSG00000175536	LIPT2	-1.2809677005765048	0.025544895960259224	0.08569878455685677	significant
ENSG00000177054	ZDHHC13	-1.349958738096764	0.025545406024097862	0.08569878455685677	significant
ENSG00000178927	C17orf62	1.0248949664328943	0.02554703825196899	0.08569878455685677	significant
ENSG00000181698	OR5T1	-1.286790422209989	0.02554703825196899	0.08569878455685677	significant
ENSG00000182263	FIGN	-1.378211406888676	0.025546732206505364	0.08569878455685677	significant
ENSG00000183304	FAM9A	1.2649729680076085	0.02554703825196899	0.08569878455685677	significant
ENSG00000183878	UTY	1.9200006732225519	0.02554703825196899	0.08569878455685677	significant
ENSG00000185482	STAC3	-1.195883818538188	0.025544895960259224	0.08569878455685677	significant
ENSG00000187135	VSTM2B	1.6247990342143799	0.02554703825196899	0.08569878455685677	significant
ENSG00000188690	UROS	-1.344815374661272	0.02554703825196899	0.08569878455685677	significant
ENSG00000198182	ZNF607	-1.372724057096888	0.02554703825196899	0.08569878455685677	significant
ENSG00000203870	SMIM9	1.2168853560896176	0.02554703825196899	0.08569878455685677	significant
ENSG00000204131	NHSL2	0.9805494954484297	0.02554703825196899	0.08569878455685677	significant
ENSG00000204542	C6orf15	-1.3928958213288654	0.025546018105337524	0.08569878455685677	significant
ENSG00000232382	OR5K1	-1.3142749803285074	0.025542039667632296	0.08569878455685677	significant
ENSG00000257108	NHLRC4	1.015405045802999	0.02554703825196899	0.08569878455685677	significant
ENSG00000021645	NRXN3	-1.2816524068020125	0.026165712175864702	0.08735497409858962	significant
ENSG00000091542	ALKBH5	-1.218686657863365	0.026165712175864702	0.08735497409858962	significant
ENSG00000100246	DNAL4	-1.326829011424041	0.026165712175864702	0.08735497409858962	significant
ENSG00000102781	KATNAL1	-1.3698687411132884	0.026166645637253058	0.08735497409858962	significant
ENSG00000104915	STX10	-1.2653884017985881	0.02616353414331917	0.08735497409858962	significant
ENSG00000107816	LZTS2	-1.3460584663268123	0.026167164231804988	0.08735497409858962	significant
ENSG00000110245	APOC3	-1.3217008672606305	0.026165712175864702	0.08735497409858962	significant
ENSG00000112276	BVES	-1.3465659958579104	0.026166645637253058	0.08735497409858962	significant
ENSG00000112337	SLC17A2	-1.3867772680117265	0.026167164231804988	0.08735497409858962	significant
ENSG00000113716	HMGXB3	1.404316140084681	0.026167164231804988	0.08735497409858962	significant
ENSG00000120725	SIL1	-1.2875848658875637	0.026167164231804988	0.08735497409858962	significant
ENSG00000124788	ATXN1	-1.2399670564082723	0.026166645637253058	0.08735497409858962	significant
ENSG00000137975	CLCA2	-1.080752567870231	0.02616353414331917	0.08735497409858962	significant
ENSG00000151553	FAM160B1	-1.2874076101077527	0.026165712175864702	0.08735497409858962	significant
ENSG00000154451	GBP5	-1.226337516570808	0.026165712175864702	0.08735497409858962	significant
ENSG00000163040	CCDC74A	-1.3642515645507545	0.026166645637253058	0.08735497409858962	significant
ENSG00000164086	DUSP7	-1.3274732044307775	0.02616612704619521	0.08735497409858962	significant
ENSG00000165837	FAM194B	-1.1556487676631662	0.026165712175864702	0.08735497409858962	significant
ENSG00000168779	SHOX2	-1.182909933156204	0.026165712175864702	0.08735497409858962	significant
ENSG00000171942	OR10H2	-1.0209313865442295	0.02616353414331917	0.08735497409858962	significant
ENSG00000173638	SLC19A1	-1.2704793834100379	0.026165712175864702	0.08735497409858962	significant
ENSG00000173653	RCE1	-0.482315155872032	0.026164675009822225	0.08735497409858962	significant
ENSG00000180233	ZNRF2	-1.405680035460692	0.026167164231804988	0.08735497409858962	significant
ENSG00000186090	HTR3D	-1.286545744245364	0.026165712175864702	0.08735497409858962	significant
ENSG00000187266	EPOR	-1.3463151825505366	0.026167164231804988	0.08735497409858962	significant
ENSG00000198018	ENTPD7	-1.3485057882490146	0.026167164231804988	0.08735497409858962	significant
ENSG00000267261	CTD-2132N18.3	-1.0583127619052048	0.02616353414331917	0.08735497409858962	significant
SRBD1	NA	-1.1414737019331542	0.026173073480054865	0.08735907066026184	significant
ENSG00000061918	GUCY1B3	-1.3156425425431755	0.026800469932977734	0.08869158708930447	significant
ENSG00000076928	ARHGEF1	1.0210961124143019	0.026800469932977734	0.08869158708930447	significant
ENSG00000100678	SLC8A3	-1.2822228251002037	0.026797939391117354	0.08869158708930447	significant
ENSG00000102543	CDADC1	-1.2045869220564982	0.026800469932977734	0.08869158708930447	significant
ENSG00000109851	DBX1	-1.2712588808517729	0.02679878289617044	0.08869158708930447	significant
ENSG00000111262	KCNA1	-1.3414390198777948	0.026800153610864602	0.08869158708930447	significant
ENSG00000115607	IL18RAP	1.3290351107039193	0.026800469932977734	0.08869158708930447	significant
ENSG00000117480	FAAH	0.9703397711213835	0.026800469932977734	0.08869158708930447	significant
ENSG00000118640	VAMP8	1.2452702404145286	0.026800469932977734	0.08869158708930447	significant
ENSG00000120256	LRP11	1.6224523535326214	0.026800469932977734	0.08869158708930447	significant
ENSG00000123171	CCDC70	1.1558201691915986	0.026800469932977734	0.08869158708930447	significant
ENSG00000126870	WDR60	1.3149044678263067	0.026800469932977734	0.08869158708930447	significant
ENSG00000128590	DNAJB9	0.8915596438163406	0.026800469932977734	0.08869158708930447	significant
ENSG00000128607	KLHDC10	-1.3076503099410475	0.02679825570446925	0.08869158708930447	significant
ENSG00000135333	EPHA7	0.9957902683941506	0.026800469932977734	0.08869158708930447	significant
ENSG00000136492	BRIP1	-1.3489488361930722	0.026800469932977734	0.08869158708930447	significant
ENSG00000138182	KIF20B	-1.3009998488790433	0.02679825570446925	0.08869158708930447	significant
ENSG00000144214	LYG1	-1.249222545882286	0.02679825570446925	0.08869158708930447	significant
ENSG00000150510	FAM124A	-1.3481257802377777	0.026799415530801177	0.08869158708930447	significant
ENSG00000151365	THRSP	-1.4116992020136365	0.026800153610864602	0.08869158708930447	significant
ENSG00000152457	DCLRE1C	-1.4058848383948035	0.02680036449213428	0.08869158708930447	significant
ENSG00000152592	DMP1	1.1942907028648986	0.026800469932977734	0.08869158708930447	significant
ENSG00000155093	PTPRN2	-1.276370778426705	0.02679825570446925	0.08869158708930447	significant
ENSG00000157837	SPPL3	1.3590844851124684	0.026800469932977734	0.08869158708930447	significant
ENSG00000159256	MORC3	1.310929344039589	0.026800469932977734	0.08869158708930447	significant
ENSG00000161996	WDR90	-1.3925196273720504	0.026800469932977734	0.08869158708930447	significant
ENSG00000164113	ADAD1	-1.1887868451922692	0.026796674150226678	0.08869158708930447	significant
ENSG00000166619	BLCAP	-1.314524686791093	0.026799731849993947	0.08869158708930447	significant
ENSG00000167874	TMEM88	1.3189202539554705	0.026800469932977734	0.08869158708930447	significant
ENSG00000168314	MOBP	-1.3021407234370217	0.026800153610864602	0.08869158708930447	significant
ENSG00000170967	DDI1	1.2846605726251845	0.026800469932977734	0.08869158708930447	significant
ENSG00000171116	HSFX1	1.2914552719380257	0.026800469932977734	0.08869158708930447	significant
ENSG00000177257	DEFB4B	-1.305285727300872	0.026799415530801177	0.08869158708930447	significant
ENSG00000177853	ZNF518A	-1.4382699767288787	0.026800469932977734	0.08869158708930447	significant
ENSG00000178732	GP5	-1.3865819177279046	0.026800469932977734	0.08869158708930447	significant
ENSG00000182447	OTOL1	-1.220865081798323	0.026796674150226678	0.08869158708930447	significant
ENSG00000185220	PGBD2	-1.2846294176947346	0.026800469932977734	0.08869158708930447	significant
ENSG00000187857	OR6C75	1.418138163791902	0.026800469932977734	0.08869158708930447	significant
ENSG00000196132	MYT1	-1.366639249317378	0.026799099212860018	0.08869158708930447	significant
ENSG00000196284	SUPT3H	-1.3530215087897042	0.026800153610864602	0.08869158708930447	significant
ENSG00000197360	ZNF98	1.8578477550241304	0.026800469932977734	0.08869158708930447	significant
ENSG00000214212	C19orf38	-1.3806325206788705	0.026799415530801177	0.08869158708930447	significant
ENSG00000229544	NKX1-2	2.1763353034260544	0.026800469932977734	0.08869158708930447	significant
ENSG00000231824	C18orf42	-1.2650136938519372	0.026799204652034676	0.08869158708930447	significant
ENSG00000236032	OR5H14	-1.3296794033861918	0.026800469932977734	0.08869158708930447	significant
ENSG00000240771	ARHGEF25	-1.3479753079852568	0.026800469932977734	0.08869158708930447	significant
ENSG00000247626	MARS2	1.3378540003558483	0.026800469932977734	0.08869158708930447	significant
ENSG00000267281	RP11-793H13.10	-1.1786303820087731	0.02679878289617044	0.08869158708930447	significant
ENSG00000060688	SNRNP40	-1.2767363353516725	0.027445251823152193	0.09055729529301455	significant
ENSG00000099715	PCDH11Y	-1.4143028892112193	0.027446752325115086	0.09055729529301455	significant
ENSG00000135097	MSI1	-1.3138827779332733	0.027446216428445067	0.09055729529301455	significant
ENSG00000143437	ARNT	-1.2725929140595895	0.027445251823152193	0.09055729529301455	significant
ENSG00000149782	PLCB3	-1.197463685730778	0.02744514464547784	0.09055729529301455	significant
ENSG00000151692	RNF144A	-1.3195928267530097	0.027446752325115086	0.09055729529301455	significant
ENSG00000155506	LARP1	-1.3238784011480247	0.027446216428445067	0.09055729529301455	significant
ENSG00000164440	TXLNB	-1.2660994964017156	0.0274430011210364	0.09055729529301455	significant
ENSG00000167394	ZNF668	-1.357950301480783	0.02744493029054406	0.09055729529301455	significant
ENSG00000169446	MMGT1	1.4251889792063577	0.027446752325115086	0.09055729529301455	significant
ENSG00000172716	SLFN11	-1.4166680668850438	0.027446752325115086	0.09055729529301455	significant
ENSG00000176092	AIM1L	-1.1124327657854605	0.027445680535232622	0.09055729529301455	significant
ENSG00000177359	RP11-551L14.1	-1.2531001456912545	0.027445251823152193	0.09055729529301455	significant
ENSG00000182183	FAM159A	-1.264227871352006	0.027445251823152193	0.09055729529301455	significant
ENSG00000187922	LCN10	-1.2967857832559389	0.027446216428445067	0.09055729529301455	significant
ENSG00000198185	ZNF334	-1.1930372599900045	0.027445251823152193	0.09055729529301455	significant
ENSG00000204518	AADACL4	-1.2437387443850632	0.027445251823152193	0.09055729529301455	significant
ENSG00000040933	INPP4A	0.9039124513808628	0.028106654149238356	0.09226142736039572	significant
ENSG00000100784	RPS6KA5	0.921958412053493	0.028106654149238356	0.09226142736039572	significant
ENSG00000108061	SHOC2	-1.286979395000391	0.028104366523141425	0.09226142736039572	significant
ENSG00000111348	ARHGDIB	1.430109886658034	0.028106654149238356	0.09226142736039572	significant
ENSG00000111704	NANOG	-1.3873994031749075	0.028106436277474178	0.09226142736039572	significant
ENSG00000119632	IFI27L2	-1.300721283850395	0.02810632734179829	0.09226142736039572	significant
ENSG00000128595	CALU	-1.2931775393809037	0.02810589160046957	0.09226142736039572	significant
ENSG00000139971	C14orf37	0.952320432439433	0.028106654149238356	0.09226142736039572	significant
ENSG00000140497	SCAMP2	-1.2876300838556674	0.028106654149238356	0.09226142736039572	significant
ENSG00000149021	SCGB1A1	1.393219227409111	0.028106654149238356	0.09226142736039572	significant
ENSG00000152430	BOLL	-1.259263154988116	0.02810589160046957	0.09226142736039572	significant
ENSG00000160055	TMEM234	-1.294307007219763	0.028104366523141425	0.09226142736039572	significant
ENSG00000160190	SLC37A1	1.482595692973201	0.028106654149238356	0.09226142736039572	significant
ENSG00000164305	CASP3	1.3935843074456362	0.028106654149238356	0.09226142736039572	significant
ENSG00000166840	GLYATL1	-1.0795437633809213	0.028101316449328017	0.09226142736039572	significant
ENSG00000169519	METTL15	-1.3355556853248491	0.028104911190522424	0.09226142736039572	significant
ENSG00000172663	TMEM134	-1.2441445791732024	0.028106545213287558	0.09226142736039572	significant
ENSG00000172845	SP3	-1.294960071874497	0.028104366523141425	0.09226142736039572	significant
ENSG00000176624	MEX3C	-1.238995500902107	0.028105564795916534	0.09226142736039572	significant
ENSG00000179242	CDH4	-1.2092420419504863	0.02810632734179829	0.09226142736039572	significant
ENSG00000183729	NPBWR1	1.1038065611907226	0.028106654149238356	0.09226142736039572	significant
ENSG00000186104	CYP2R1	1.187503496354224	0.028106654149238356	0.09226142736039572	significant
ENSG00000187272	KRTAP9-8	-1.4049585037387098	0.028106545213287558	0.09226142736039572	significant
ENSG00000187855	ASCL4	-1.3473337034864714	0.028106654149238356	0.09226142736039572	significant
ENSG00000198963	RORB	1.3423755810469342	0.028106654149238356	0.09226142736039572	significant
ENSG00000204361	NXPE2	1.2267983277746404	0.028106654149238356	0.09226142736039572	significant
ENSG00000204882	GPR20	-1.2881087284544044	0.028104366523141425	0.09226142736039572	significant
ENSG00000244405	ETV5	-1.2545362115530334	0.028106654149238356	0.09226142736039572	significant
ENSG00000274267	NA	-1.2987560860879914	0.028104366523141425	0.09226142736039572	significant
ENSG00000001561	ENPP4	-1.2235320144791504	0.028778855716418167	0.09389343346153674	significant
ENSG00000073910	FRY	-1.1741311590292884	0.028779409257684286	0.09389343346153674	significant
ENSG00000076067	RBMS2	-1.264019120265237	0.028778412885863837	0.09389343346153674	significant
ENSG00000081189	MEF2C	-1.2462882446928485	0.028776088061309726	0.09389343346153674	significant
ENSG00000087253	LPCAT2	-1.3766556146602924	0.028778412885863837	0.09389343346153674	significant
ENSG00000104537	ANXA13	-1.2617197057238958	0.028778855716418167	0.09389343346153674	significant
ENSG00000106006	HOXA6	-1.2645864920592533	0.028779409257684286	0.09389343346153674	significant
ENSG00000120063	GNA13	-1.1284916484186867	0.02877763793765257	0.09389343346153674	significant
ENSG00000124657	OR2B6	-1.313290219421289	0.028779409257684286	0.09389343346153674	significant
ENSG00000127124	HIVEP3	-1.3508365298445384	0.028779409257684286	0.09389343346153674	significant
ENSG00000130176	CNN1	-1.0641975328353186	0.028776088061309726	0.09389343346153674	significant
ENSG00000131732	ZCCHC9	-1.2098148011820924	0.02877763793765257	0.09389343346153674	significant
ENSG00000133574	GIMAP4	-1.2822366115491426	0.028778412885863837	0.09389343346153674	significant
ENSG00000136052	SLC41A2	-1.2409699135027368	0.028778412885863837	0.09389343346153674	significant
ENSG00000140505	CYP1A2	-1.1745769357417477	0.028778412885863837	0.09389343346153674	significant
ENSG00000152782	PANK1	-1.2373262888138696	0.028779409257684286	0.09389343346153674	significant
ENSG00000153066	TXNDC11	-1.2707079194820678	0.028779409257684286	0.09389343346153674	significant
ENSG00000154222	CC2D1B	-1.2103532331619693	0.028778412885863837	0.09389343346153674	significant
ENSG00000155265	GOLGA7B	-1.3805223981485106	0.028779962802365132	0.09389343346153674	significant
ENSG00000161270	NPHS1	-1.3039963902226857	0.028778412885863837	0.09389343346153674	significant
ENSG00000163374	YY1AP1	-1.1173234339296374	0.028778412885863837	0.09389343346153674	significant
ENSG00000168259	DNAJC7	-1.3199515003485887	0.028779962802365132	0.09389343346153674	significant
ENSG00000173467	AGR3	-1.2596031401589391	0.028778080764382312	0.09389343346153674	significant
ENSG00000175544	CABP4	-1.2489518038143088	0.028776088061309726	0.09389343346153674	significant
ENSG00000178209	PLEC	-1.242240749231698	0.028778412885863837	0.09389343346153674	significant
ENSG00000185624	P4HB	-1.2587731511328584	0.028779077132514853	0.09389343346153674	significant
ENSG00000188820	FAM26F	-1.3496829063640825	0.028778080764382312	0.09389343346153674	significant
ENSG00000196266	OR10J3	-1.2894347560670094	0.028777084407313806	0.09389343346153674	significant
ENSG00000198113	TOR4A	-1.2936588457907743	0.028779962802365132	0.09389343346153674	significant
ENSG00000198538	ZNF28	-1.337324814203145	0.028779409257684286	0.09389343346153674	significant
ENSG00000198569	SLC34A3	-0.9968987437844171	0.028778412885863837	0.09389343346153674	significant
ENSG00000204052	LRRC73	-1.3015218458213114	0.028779962802365132	0.09389343346153674	significant
ENSG00000204613	TRIM10	-1.3490280556372443	0.028779962802365132	0.09389343346153674	significant
ENSG00000204779	FOXD4L5	-1.2727859535054147	0.028778412885863837	0.09389343346153674	significant
ENSG00000258728	GALT	-1.2891962844472196	0.028779962802365132	0.09389343346153674	significant
ENSG00000017260	ATP2C1	0.8612985948242003	0.029467339388139016	0.09510493310913297	significant
ENSG00000026751	SLAMF7	1.183660286052716	0.029467339388139016	0.09510493310913297	significant
ENSG00000069812	HES2	-1.298484840671617	0.029467339388139016	0.09510493310913297	significant
ENSG00000072071	LPHN1	-1.3184333913302468	0.029467339388139016	0.09510493310913297	significant
ENSG00000075891	PAX2	1.3380684728430483	0.029467339388139016	0.09510493310913297	significant
ENSG00000077800	FKBP6	-1.2145078522503405	0.029464976920343722	0.09510493310913297	significant
ENSG00000079102	RUNX1T1	-1.1638892024161867	0.029465539407250604	0.09510493310913297	significant
ENSG00000079950	STX7	-1.3041223261656254	0.029467339388139016	0.09510493310913297	significant
ENSG00000095564	BTAF1	1.1284548262982095	0.029467339388139016	0.09510493310913297	significant
ENSG00000102239	BRS3	1.0792029277985022	0.029467339388139016	0.09510493310913297	significant
ENSG00000103091	WDR59	0.8148359914555148	0.029467339388139016	0.09510493310913297	significant
ENSG00000105671	DDX49	-1.198897229392769	0.029467339388139016	0.09510493310913297	significant
